Identifier,Original ARK/DOI,Work Title,Minted DOI,Status,Reason,URL
et006089.jpg,,ET 6-89,https://doi.org/10.60807/4hqwmp,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46754~1255956
et006052.jpg,,ET 6-52,https://doi.org/10.60807/89qjeu,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46752~1255958
et006038.jpg,,ET 6-38,https://doi.org/10.60807/ym96zy,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46745~1255965
et006091.jpg,,ET 6-91,https://doi.org/10.60807/tcpnhs,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46755~1255955
et006048.jpg,,ET 6-48,https://doi.org/10.60807/ooi5kh,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46750~1255960
et006050.jpg,,ET 6-50,https://doi.org/10.60807/xis1ia,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46751~1255959
et006023.jpg,,ET 6-23,https://doi.org/10.60807/8o6yog,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46741~1255969
et006042.jpg,,ET 6-42,https://doi.org/10.60807/crq8dx,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46747~1255963
et006025.jpg,,ET 6-25,https://doi.org/10.60807/y1z2ne,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46742~1255968
et006040.jpg,,ET 6-40,https://doi.org/10.60807/7jdvvx,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46746~1255964
et006029.jpg,,ET 6-29,https://doi.org/10.60807/h43spg,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46744~1255966
et006044.jpg,,ET 6-44,https://doi.org/10.60807/vwcray,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46748~1255962
et006027.jpg,,ET 6-27,https://doi.org/10.60807/n21r69,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46743~1255967
et006109.jpg,,ET 6-109,https://doi.org/10.60807/3udhjx,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46765~1255945
et006007.jpg,,ET 6-07,https://doi.org/10.60807/4srahl,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46733~1255977
et006011.jpg,,ET 6-11,https://doi.org/10.60807/t05i9m,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46735~1255975
et006015.jpg,,ET 6-15,https://doi.org/10.60807/wnd2dz,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46737~1255973
et006009.jpg,,ET 6-09,https://doi.org/10.60807/k6yf1t,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46734~1255976
et006017.jpg,,ET 6-17,https://doi.org/10.60807/5m3xwz,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46738~1255972
et006019.jpg,,ET 6-19,https://doi.org/10.60807/yyzagx,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46739~1255971
et006013.jpg,,ET 6-13,https://doi.org/10.60807/jqbe1p,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46736~1255974
et006021.jpg,,ET 6-21,https://doi.org/10.60807/mfi9wg,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46740~1255970
et006001.jpg,,ET 6-01,https://doi.org/10.60807/fj2hiv,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46730~1255980
et006003.jpg,,ET 6-03,https://doi.org/10.60807/hn0u55,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46731~1255979
et006005.jpg,,ET 6-05,https://doi.org/10.60807/hyun3r,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46732~1255978
maps_archuletaAerials_BACKS.jpg,,Archuleta,https://doi.org/10.60807/c9r4xn,Created,,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~46766~1256135
